"summonerName","summonerID","leaguePoints","wins","losses","total_matches","win_percentage"
"J0eykarate","u7C6w2_vAPF9G2T7mTjesbNjAYcuRFQMUnyZQ2-liRlCtlxTx47nNxarJQ",38,259,214,473,54.76
"Always Against 9","qtidDJuaqyHIrNjOEncB4LPcuoHF66GXXxP2DZQjbr9n-7vZxD3Y_jEcyA",359,167,138,305,54.75
"NGÀI Cân Tho","fXvCQ2gVmUha210_FGF4ABnjIslXRNZQhQ4uWHfC2c11y8g",183,242,200,442,54.75
"Hariltocb","DZWCu-bM7AMj2qa5D8GhuZAppqMdoORJrqStCgTw-seBGJEiGchCBm4Qrg",271,219,181,400,54.75
"Azul Phoenix","62BkshCfgrMNnoXpGjcsHVsO_e5w3UZUbOpIxHPjKgOCLt_0-RzFxDlWzA",445,357,295,652,54.75
"TTV LimitTester0","Ax2e0u9g8AxT06vp45rxbNbMcAbRMd6Iybqc9UvcVGcxfc8BlWXaIvk12g",256,231,191,422,54.74
"otata4","nanZWzjveCCLK-XtDVKfjRujy7W-ciTMjhBRlGeRngu4_uh5",190,260,215,475,54.74
"richshi","rkiZF_1v7_--UOYRwoY850QwuQ6xf2Ot2RLBglK3Yu9CiIQ",95,81,67,148,54.73
"0u0 0v0 0w0","db8lwwfLY0cHOE2g1S3hIl0YP4batq4mCHg183MmygNlq5A",94,289,239,528,54.73
"FabcakeSwag","zLf0QXM6ZJP7WMGa_SgnHXG1O_PU_m1NAoqfGLY2BNNDh6g",16,185,153,338,54.73
"Prince Pyke","sqo4pxWi42UwXhHVp6fSbvmSYSBmnpxSCZqekdYlUF6L4NtE",72,191,158,349,54.73
"empzj","2K2wMgyRqDBQ0QX9olS5_mk81Ajl8XAvqNMb2I86Ss40-5ongQqy53G14A",18,203,168,371,54.72
"Azed","RRX4IoBFD2Kzes42EZGMS-UjzsInlWUIKWWKxq8HYY1aM84",38,116,96,212,54.72
"Øne Lies","SB1XbyVZbKGA0Qu6gf1G95CTWcBBjNcKRLprt9JD-vGcAMs",1,58,48,106,54.72
"Mong Ji Hyo","XXm3Nlvw3ES2bLB4bm549KO23F2P766EFupXP4UWfu4",441,209,173,382,54.71
"Pukesoda","JO5zbJen0tosQloD4ok1RbVNAJ7ucNV6YpWBGGLHRi3chQo",166,122,101,223,54.71
"Twitch RushFrog","7EavJUKm8mC_0xMgFdGX-Hhh_yjKeJuhFNaTjbN9PjvLuPQ",0,93,77,170,54.71
"sdzmcd","9-trFhgL7qpNBSznJRBiTZ4f9FftpY3GRnbJs2kP94dx-RNy",92,355,294,649,54.70
"Save The Night","VnCK0vcLXzl-HvxblXI1LRH6HmDF1gTqf6LECWIwTFIT5DM",234,227,188,415,54.70
"Legally","B8tzIDoskKSEJwe2CZllpkjWL89HqssIE9Xsol_8nnDlMyE",213,198,164,362,54.70
"too soon","1z_NFsAD1o1cYTjG5vUXUkcXo-Auitvy2IaS5U7T5V-VXh4",432,163,135,298,54.70
"Lillias bush","eBN1R-fW208smn2WdyzlOQeE18apSdJ6YdgS4YU0HG7OJw8",137,105,87,192,54.69
"Kuga Terunori","7ooVdA3v0CoVUE4tX3k8JMQNhj5zzCaWl8Uf1a-ElBqQE1U",135,204,169,373,54.69
"Kenvi69","QgkWMtm3YlddHSdOELa6ti1PBh_Zidivj7UUzmBXXdGgQ5w",246,76,63,139,54.68
"seek kindness","3rk5trq78yHlLXWb6qohmXzDOAHdbVhDo2Si60cOSwHFEnJc9YDEHLd36Q",16,111,92,203,54.68
"NewFruit","UFi80I0yOO3dm3JvuLz-9op3W9N1A_L2Zz7wxMNfigfrjaM",236,76,63,139,54.68
"Ch1oe","BrsUWweHuHXUiKOU_mnCZJYar8d8sXaaihl8ZQ9EMvSKEI4e3Ten1ko8cQ",31,164,136,300,54.67
"TvSting","kK5VEn6QEiWn9O2fxLVcsSBt85DSesN49dRTaRWjeU4b3oE",39,164,136,300,54.67
"PONZ","Avcsr-SjBLV9bOuVMnZkG0wm72nl5WyngptJT2j1n5a8X-U",230,123,102,225,54.67
"Spawn Camping","attT23dkXOvbwig08Fhy2jIq_8yjbSn_fpze2EWzZiUNHGAW",163,88,73,161,54.66
"blueguy256","dS8aRCX8DrtTBMKlENvb4vQJ9Z4GtV2dKa6_FnJZ8mWgKoM",1,129,107,236,54.66
"Eliespy","c2DywBGPirASO-EQodxnK0jzHsDGXEU7-6K7DyzuNBovzDw",31,135,112,247,54.66
"Lyraex","DbN5CjWhRNpZ9v4fLSAlLT-Tgij97byq0wwKRH2-2DM6TNQ",119,270,224,494,54.66
"VIT0R BELFORT","BIxQQQWUX-kuhx-t7bY8m4rmq0uaQ4o7gt8hQMcGyh-IjOeXs7Sy-KmlVA",282,147,122,269,54.65
"Muffined","0iXCXAAlSEwz0DFLwC4wC4Lz-dQsN2YObV50IHfKvNuvUss",1,47,39,86,54.65
"Fòx","UdYi013Ki_sg-c2EWI7VDoFPGyaukLuhsRGuGfrFOHn3efo",70,141,117,258,54.65
"TyIer Blevins","b7BxIg0BuhM9G0uJyOh1yQVE8etMXRq-8-XUl5-MyAKN1YMPvMkVSClE_A",169,271,225,496,54.64
"Reposaito","5NYQhDcgSfXa8oOoOoIWkVseztUmhOJTgaWCkPuv-j5sv-AZupaf6DMX_A",1,106,88,194,54.64
"lil bao sha","1CxmXerNn8kgZH0tsT2VtMKVN6ialp-NxFJmY36wRAjqs97y4hStA2CLOQ",216,218,181,399,54.64
"Xiao Lan","rsWMPalOQKsKYx5QT2F4aCP5SwYjJFo4MqNey_zeZhsZ3iOQ",83,53,44,97,54.64
"Shlide","I4rAJ75VJU0RRbX7ajwbH3MV9YzSCc4fQ-11txS6cMu2Bc0",78,183,152,335,54.63
"FLAGGED 20433909","9mHPcslP9chC_gBgdzd2Lex4idZW1RONIQtZmqU24eFu8A9q",178,118,98,216,54.63
"lucky game1","Vrbtxk7cUBFBzS6AO0vRQutN4ZjKxsAFsTmPhyIEftyorkw",135,112,93,205,54.63
"God Saiyajin","Rub7NMY1TPSsrjpcLVyca5RYYN7PylPl-v-BPfU7-47UOB_Y",122,59,49,108,54.63
"ThadCastIe","AJMMZDlBu9W65cmjb0TqzCh4i0Wvxf2S4QM3_I-JziL-skpH",65,213,177,390,54.62
"NEVER LOVED HIM","bIZE7bNCVvRq1KeRX5KEl52LUfYzZj9JxHIOgh66C5LuFx8t9HdEpJntYw",15,148,123,271,54.61
"Genius Girl Kasa","Rb4dmRM3BrWktyJ-ZTYbKYZDwIBAHCi15lL1zXhYr6zIW-Kc",1,154,128,282,54.61
"Ashwin","6O1DjVy7fPR2QZCqcm6hB9jw8XPzxpUOM3bTRm-Aqc5xnBE",68,154,128,282,54.61
"Kayn Ønly","7knudq8-CBI50H6QiAB8zGe-4PjgpOoqjqgxVKXymKGSxu7b",39,89,74,163,54.60
"WoZhiJieBaiLan","N-L5l-ECSay7BSdyykm8HLaGEglIRnSpMaRD9_IJb2k80fc",232,190,158,348,54.60
"love you","2pRQWeIsp17o9B4DWbkmx_S8KmQ2a0zQpqXrK-yv0PTGh1IfPjRRlU19-w",133,107,89,196,54.59
"AVG LEAN SIPPER","g0uI7XSMeLX1HcQWSSjl-scb-r52xRiwf2-hG9x-4Tn0x-vo",165,369,307,676,54.59
"Iced red tea","FolVkqyk9eJYrHoNgVlHPyJWWPhtyKy-9bLDVqWvam0lMOk",449,101,84,185,54.59
"Sev3rd","9DjxbnPr007_zDcMu6h8rNXjd4igrkIExIYrGzn493et7KA",106,125,104,229,54.59
"Reforge999","B0D1spSkmkp8No1dz2aZcX-iHK2Lh9Lbvtb8EtNL9DAwg6z8JIlzY644TA",390,167,139,306,54.58
"ItMightBeYaBoy","06ZF6zB-ZCvS6CFzbHxYLiSKcBTT7k9FSG5335o_ZKMcQms",76,161,134,295,54.58
"ShootahFanboy","cLIaEderpCJ_CpS1ks788TrhZyzIaYXOYDSkfuDRjdvmmQ_f4V4-aZc_jA",362,328,273,601,54.58
"Lakefront","Q3usJdKwS7ElrW8dH_dcwjyJsGeG3pTw4yIgVxbnp6JZDLY",142,131,109,240,54.58
"ététerijtrudsa","PJe5Nxq619IHPnqF_lU6gcb_4EL4__8-OmTK7LD61qKLydkr_MEW_REC0g",372,251,209,460,54.57
"Horang","rcGB51LWHixzEHLiCAFhhNT8dQk97DDNegUj5OetIocp4vY",17,173,144,317,54.57
"IRS BountyHunter","2AmIl7mxnUHey8Vu6FcEfxNNFpbAjO54mmchdsDo2bpXxTo",345,203,169,372,54.57
"Leave Me Alonê","ov2L4-PoC0nbTn605d4-eUq7OXhyYW0QxMpgvv3FJIDHBfo",1,431,359,790,54.56
"IllIIIIlII","H298iyBrfN43-4zLBlWihgbOWu5XFpa_vrz2nnPz0BODdvgfahmyO9nIWg",23,186,155,341,54.55
"Chat not enabled","Fg1vtQXOIcar4_saVQDsvBiPYEhWBv4nOOhyuherhPEAWFI",20,60,50,110,54.55
"Unity","sRf9eRxnebWuMmOZMOpXNRe10tzWwAFYmUIPE2JBldYJeuQv",476,126,105,231,54.55
"caozhizi","wkJzbQLdZRgVxnbgFhbuJJPVo16vTgGGi-_RR85SmD8tAbez",49,150,125,275,54.55
"peanut19","ljQcm5RlqHEWFQ6Y0GqUGJLLtF6TNZhe6KF8HnCRLYFPW_g",260,186,155,341,54.55
"Qameow","MjaDl81S5sK5gFvQF8t2C2O-EwUt0k9a9fzSQ13VL8Gqm-I",271,108,90,198,54.55
"lil fire cracker","bibY1bdE_795u3J5nQqt7r8cS2C7PaOXkmKpsWD2TmamfAk",255,66,55,121,54.55
"IIlIIlIIlII","gHX0Jvu4eA-AXDOE6plf7_e5y-prtvTzsqTLDXiuGp_11x0",79,162,135,297,54.55
"dragonite smogon","E5-X5eps1UKshZNJ-0iqLXcrM_uuhkEz0uwslpwNqqkGlVM",394,420,350,770,54.55
"icioai","YTt6s7LGcYyf01_1zCGwx5g2JraYwUPKVLGHsNSsj6l8Yzc",39,228,190,418,54.55
"monkeysand","S1sy2Gve-Fi_u4Bv19AYVS94dw_l0ol2t9XT9t7rClOu1VK-",91,391,326,717,54.53
"TheLonelySher","Nx8C-IPDbscQJ7cF0b0JgzBgy4YDQfN5Dt2YHMx4koITmxs",0,199,166,365,54.52
"XxYasuoGod420xX","EaXEehwH1It9EjKuhBxBWy1TSNME4sUUuzVekmaQTy-yWIA",66,181,151,332,54.52
"Pap John","kWH8B3zvEZW8YQcM4k-du7i9NXDSgPcbvOhcxBmibBV0TsA",243,260,217,477,54.51
"Lucky Impling","moWpZQHsbBULU0Vw-t5IzPPkR1ikXzHBTcKm18ZIR9RFeEZitX0KR8yGOw",104,127,106,233,54.51
"EternallyDavid","h4eMT6zwb3n-yMdu31qXDllGy2WNH_qlCPNS4-0AKF3Czsc",284,145,121,266,54.51
"tikimagic","WKL94QNjpTFgEMIhMj4lEquCoh5YDtUQSYOj8p7-HCR0FFg",170,242,202,444,54.50
"1ron Revenant","GII_fJXugMEnnnCHCvytimKoLK1vrl75bGvtHFsTQPxgxJc",459,230,192,422,54.50
"LFT Vertigo","AibVVWCrJRAfyi2bOTvDP-XqKiwv_ZmtAToWyU0lxmfu4kw",212,206,172,378,54.50
"Braine2","7-aU8M4HS3AHmaiV4ZT2uzJkV2nYz0DSkMB05Vo1LEAMQPBY",219,164,137,301,54.49
"115","xxz2X8R-OAt_FaLCSGPBbuv4DepO4Nxk-0QJjoh7ED6VJAA",70,322,269,591,54.48
"shang fen biao","CODziX-BrlD5_V5ih9pOyajwHcuP9SXbLzL40Q04yES_CxA",413,79,66,145,54.48
"embalmed","rYA6dObXYcqq17mx45OTJ7VapDm0h7aQGpXCKQWwEvjnrpRPsAqjZo9Svg",248,134,112,246,54.47
"Koligno","WSfmloZnMhbXKeal_jDJjpAQMHkvOZ_qoe-dMWU5lffeXko",225,256,214,470,54.47
"NorthIane","uvvMVSj9MdbiL3V1jQDrLaRHkqDOufKOtFC5b4cDTYLTHrY",16,134,112,246,54.47
"Teemo is Nana","2GHbZYGgS2KYehCIaB1BRNeJl-oRMtbydFvfiR51UEXAAd0",185,250,209,459,54.47
"Götzmann","fo51K3wuYOdR7PP4FBwSnkdcfXaDn36DuLmReZIo0MqYGdk",397,128,107,235,54.47
"Skudsy","LEJ4N4RIJrK0kCWYhuiMPdTvGtlhtp9G9AI1dw0PqH6exfk",43,122,102,224,54.46
"Black Splendor","CdjBC8xbTYhWmVBN2EsIPGElgesun9f-F3ai67VPte8Yc4Y",132,293,245,538,54.46
"Darsire ","Zox-yVNRzE3LTg9D84PsAZGXgm8-tDPYSfq8JiumHRcPxQc",88,116,97,213,54.46
"ItCouldBeYaBoy","zpNGzCv3V2rGu-yvdDQvChUZrmQJF2IjQaKDllcA6ggF1B4",202,171,143,314,54.46
"nekoˉ","VP6vJQCwKpk7T-2nC0tJUHyxpgIAjTK-CjhJWqs04GHd6eI",281,110,92,202,54.46
"unlucky mid diff","Sf-PubEOtQ6hHPZm9Y9imHkTl2wLmtj15QBut2ZMuBdjp8s",148,434,363,797,54.45
"Kitters IRL Huby","RHsz_1qc_Mg8MD4G-J_yAZzq7UdJi3cJvfnLzlcbbw5-hOw",111,104,87,191,54.45
"erudh","WgGrfIfGZwCh-0Obi1iBoRzJ5NWY5Bqe1SZ5l26buwn9MnyW",16,257,215,472,54.45
"TyphoonEdge","7gSZhQ6OFK1VWY0qs1TGZwJ5AyyLsJrX4akf0ZskQxNAA80",87,92,77,169,54.44
"looc","J09UCU8zCj29csZ1kXzmcf064dvNNQyrpJJ4vfodDqrMQNvm",173,178,149,327,54.43
"Maxske","dby0ev02sPkwuV6akhMtMxwma4xqgwPmTLkh80pqLtmF62PSJqW64m5y9Q",0,166,139,305,54.43
"Kurosaki S","JxYUbnEklHAF7aGILYpXRCsNOSOWw5VvE1LWbVKaaaUNfTA",1,178,149,327,54.43
"Chibbie","Tlxgt6bHRUY6tWDKkySYXt8ER8DuZr8erVrXdzoeqnn1x34",92,221,185,406,54.43
"Half A Lici","2iuyNhhiAnxqW8lZA15yQ22KIp5xR9fHX_FvON_k_DvQOuwd",1,203,170,373,54.42
"Incoming Kaiju","IilXMGJkL92coAUwOxvWcczL3tbx7XiZKZOzmBqnAJVk-ys",244,191,160,351,54.42
"Cthulhu Reborn","w1u5N9Wq7af4YT5SuHltYPPhKVNJxt85oIe67mHi5MDjjUs",477,191,160,351,54.42
"shoa","PJ5KAwlTbz_X2bGejImu1C--SVpHmoxN54VrHcOeu3W1HXM",8,154,129,283,54.42
"Sarorian","ykhxJq2NYRy35BdxzTyPkf7XDJVLFe1ATGfwjmh5-OnCIhU",35,148,124,272,54.41
"KANOJO KING","PaPEGMs4L-W9hIbCr5fbKahrrlRMhb-YwNyLiabpYMz2qT4",295,111,93,204,54.41
"asdfrewq","J20NXvVmgr5AOHYcFwZ_6BGu-jUzzhpMoARMzYHRv-Zd4Tik",457,167,140,307,54.40
"Prospector Pete","Hie6UpCV9bmgVAIFUWeC3o12VF6bejBt9lda8zsI2rR8hEA",161,167,140,307,54.40
"Shorty060","hF_ih66KNBtg8zVc4K4ixKsOpTJB7bQ-qBbsuXSJzM3MCds",94,210,176,386,54.40
"Kuchiki Rukia","qOCR87vGlnvMtEKE8qUUVLWHTK3VJ1i_SqD-asr4hzRlvO55",269,167,140,307,54.40
"F0RSAKEN SAMURAI","Mjmkg9Kwn9ginWh2-cFusGY7l2d3Q__YZ9uiRn_njOBnsFeENdQfZFGxOQ",32,353,296,649,54.39
"JuÍy","0nHiZeD3Rn82AykjQuDYVHwcwgX8dteEpawIs8dPsaKRdvkq",1,155,130,285,54.39
"Dxwny","QUhTYTJOafiVtBZ60Oqh_0nE4piKRrrNbFLt51zWF836O0I",1,192,161,353,54.39
"Daiky","8-Ms_UOJLy6Qg58xkR2V8NS2o_8EhRGKhatnsBNS5-wWqwEm",399,211,177,388,54.38
"R Clawz","nSsnH6Nzk4keg3kfXfHq-omEITkbHObpBoPxdgW791G-Oz0",140,180,151,331,54.38
"RonBryan1","GdKwR_V8z1fyoZK4g2qbyhmnNo9wiEa5wXOeqz7t-Zd4uPUhLobhfGI06Q",263,180,151,331,54.38
"Butler Levi","lc1La7sOUGqzF3NdvTv6EqSniKWkaSkXJYF9_ZVdMkcvCtE",36,361,303,664,54.37
"valie","jOujBNm-NM-e3Hwa1nyJjZUi8C-EXGLYPJuc5SZiYe9SpWEAfNcBrdkNGw",133,112,94,206,54.37
"WuSkrSkr","xjXaWkciTjKcD91W1pUBveQhrPgP0g1uFO1Q9NkujFX8hmg",123,131,110,241,54.36
"TftGodBinBin1","IwvYpti6mmbcd9O_9AQHPp95mhmW-iKAiONkbaSJWG2o5yMEDEY43UAxUA",337,237,199,436,54.36
"IVameless","wm_sXPiHtwqhCvFvx8YCKF15nZ2NtUnhSEmeer17EM1sP5A",19,106,89,195,54.36
"Lagopotamus","AbFjEvPrf5JjdJh2XdcTAla7VMFXEhfzkYWco9SINMeaR3w",213,81,68,149,54.36
"wxw1999","DslzoS-mh8Vt2uEEYLD_IK896HNTFdEJ0cT5USSBa1OQABM",0,50,42,92,54.35
"klown with a k ","Qg7Io7g7ZR2-Xiq3EyLyjFvgL1R0YTTlwbQjIGt6XtITrjw",17,300,252,552,54.35
"5kep","y_KUj61iSB4fTDMDhMQw8uw7YmCB2aeRgBJDflM8knN_sZU",118,125,105,230,54.35
"Zarathµstra","_XmKo3lMz1exrgm6XFPMOJDxrKAobSeZgdAJnz7YAZSiFX9k_J3tkVkObg",97,125,105,230,54.35
"Riot Zenith","PcqYBmm_hcsBjFg1km6wxBRv3dzSynbiGcszqYe9jxcUYkQ",286,75,63,138,54.35
"ctasid","GM2TRkBnlvGEtx3m8QkhOwhF2yD9u_7oYPfMlhhiqWqlcAlo",96,119,100,219,54.34
"Always losersQ","6dkb6ZHS6S2U6FYLR9MVfGiCzq_IJrX6tLAxZ90UOUhFsyFb",157,188,158,346,54.34
"Glacial Emperor","f5ulb9wQK75B46U0dsspPGRC_bNstY582ak_aIAsFbhN-sW9uHpiPVzgpA",1,213,179,392,54.34
"Flamboozle","Spd9JW2Z_7YiIm9-vLNXlHgx5I23ZZ-oQgjJVVfB6ggun0w",312,113,95,208,54.33
"King of D1","O8DyX_ny-nPoguN4ipI7K4oLbgW6EDoydU4Xq1CTqYZaQzVyPZouV92NPg",106,69,58,127,54.33
"Art of Sol","v9OfEOGuIxmJ5vpPwDUop66E2sArixt6_l_m2-vYxdjg-volHhnaX5xd0Q",135,295,248,543,54.33
"FCL","KZ5omcPXS9nSyRWwTJArIxCVkzTtBQBPwwI7nudS157ztEM",71,465,391,856,54.32
"Shephurd","lRgQ6yjJLZXiRL2wFQWgf8wc9uDVObVZSQlWCP7k1r2gmYA",17,44,37,81,54.32
"Acegickmo","Nn51AtKwkkwVLhV-MbtuP99P8cILhPKu6ryj0Y3NlcUBLeo",81,377,317,694,54.32
"Aphelium","92vfoaB-QxzVTfw62Q0kOHD8vOyuZ1zHYMXKyrS0f599m9Y",7,151,127,278,54.32
"fall on me","O5IUz_AweH54Ae3Au71zq7fPN23y7o8CVyiKZDSJn9JVdJE",312,220,185,405,54.32
"sagje","XBW2r6dUBcc-FZZZCLmscLEhI8E0p1CE8np4XNa0sfUpjeI",214,107,90,197,54.31
"Ástral","xHJE4rdSdMoQaovWfEYgZKphPToKsCu2OvmxMugI3o6YXpuz",90,145,122,267,54.31
"Drangho","gpEnrueQNUUfvVMGF07DEZagI04nGuLDn7geEpW3-15q1EQ",395,189,159,348,54.31
"Discount Friend","_kv69U2Wdihnd9osuPvKogcX8p2d8Vkim0MNM5ohewubPM4",275,170,143,313,54.31
"pikachu92","53tr65nvIJMyCuGHIF1r1i9obp-_yiN7fThD2LRLa8SF1Ahq",93,120,101,221,54.30
"Uday","og8WSoHrQ-khdBnjIBbGuNg05jiGyypHOcFr1D3HBxazkkM",78,190,160,350,54.29
"Furtive Turnip","bC7DrwYftqfhEnwYhgz9fhaqYd_WNbh9iFix81Y3dcZiqJE",19,38,32,70,54.29
"JuanmaoO","_-UbNBVWVaO6tK0yZi8OQ_8sUpkRmdffUunAWA_h24lp_Sg",115,114,96,210,54.29
"Primal Fear","9rljf524CYs9ljCI9zoD0Sw_67qpE6RF-3hnHTDOlCRlacA",441,418,352,770,54.29
"2004 Lexus GX470","Ufl8xGMPWTTnjMUfL9gw4lQhg01NWCciBb2bg0smXVJbVkE",114,177,149,326,54.29
"no GF more ELO","JI_8hkOLowpkY_UbRlni8ZVy00oYgUrftb96ywtL_HulygQT",490,215,181,396,54.29
"Philia","jOzMX6MAVpCRxHi8Cceh6nDK8pu_ey0aetkrosOE951AwrM",1,171,144,315,54.29
"cowinator","z2qw_wp1Oqgbnq-1DDAJMzMo43s1LkZPMm4WuhC54W4QpFg",484,165,139,304,54.28
"Butterfree1202","kyaSh0G51Eds18WIPM66ZY8Qqal6Exs6Vf9XOa81aMUWmDs",1,412,347,759,54.28
"Scottland","tkkCIB1ia21U6nWk0l-bZYZhErphkfdcfwl22y4O2R_tmvo",46,274,231,505,54.26
"piss jar","IRoUx-LmdihWo0Fo2kl49FrJ0IQ_MKF7pkgq4x2izuTk1nD9",150,344,290,634,54.26
"Fakierush","tbngvUY73IJ4vtPNKfRgyo_BQ8BqnW17JkGxrHpb8nlZLbQ",1,140,118,258,54.26
"RIP ROYSH","JgQWENTFyTb4HjOMwEl2XsB-vNo7t4P63Ef9ip-aehtvcig",66,172,145,317,54.26
"Starbucks WiFi","lnjEE9EePxk5QlH203TZoAoIFMSFDCM-UVZGHfPmsuZ73yw",50,306,258,564,54.26
"wbnmdmsl","1vVXi0HqTpHxwrqsMZ0MtW_RHUcvUOrnDl02Qr3jO7Z-o90V",252,96,81,177,54.24
"gaigemingzijiedu","jqQZszfjOAPhbJtKXq8Ss2DiFvvxc3C1V4xb5pbxjFTPGC4",363,77,65,142,54.23
"Belarusian ADC","_XJ2Z4MIR8eTb2dtpdqfRBJTvbk4HSXEwFqDA6XE0OzJlps",1,205,173,378,54.23
"Schnookk","Vu4inBFA4ZY_KxLKToHfUefhTOZtaRG1qOeukeUyqO5pyco",387,301,254,555,54.23
"UIgtnina","3c72p6DS_P3dpMCwahJeBeZcGchfThLMeYWDc-OUN-22crA",330,109,92,201,54.23
"Trinkiter","iBJQLDSWu7BjK0mE_QPGabf4I36OFxEM0MywkQgGrV_bxKc",211,141,119,260,54.23
"WeaponizedAutısm","qQHwJ395gvYgMds51w_FuQP8yniQL-m4SSq7cF0q4DKQHKE",257,257,217,474,54.22
"ismiyu Simp","JrvkqeaYLg6BA8Fkdd9KEz_FgdRSe-LNeKFK3Ijw0uRVMmI",35,373,315,688,54.22
"hardbass abuser","dXyzUVsSixou9R9dHfzAHuEpQqJ3y8mlCG8ebuOJtPTbn5jt",97,193,163,356,54.21
"McDonalds CEO","5Pzkx3rTkWmun0KxOhHieswzpjdBiYFASb9aq1IrEcbtUCkx",91,277,234,511,54.21
"Fatherly","sBHezBzLc0Myiaa6oYfLyuUhelfJ9D7DnQbgwBWrnyMlTI1_",1,58,49,107,54.21
"Corpse x","pvYswAlw7A0VRgwC9orxVtAeVDiCbZEiTYnz7vrm88bTbL4",297,103,87,190,54.21
"MissBeifong","sGMbIrcY1qzjpvFD-2FveVWdxvJ3j_0e2mK6_XzDsa7ZQ1w",54,142,120,262,54.20
"TTV BamPowDraven","zFw8re31-nthjlVW6Kgya-hKHhaDs2MMmpkeSfWQHSoinNt1GWFmDo8aCg",111,155,131,286,54.20
"Streep","yFZtjtJzSyz6aojrlt0tQU97pIoqNphJMBHfvskanY9mN0U",68,110,93,203,54.19
"Katniss Evermeme","lA6TFRaT3biGawafADN6oEa9G5F0vvcsVcNdojDwMcjcOtc",364,97,82,179,54.19
"Enndme","2NSDGKxjKuGMJRNishjdkQrYoE5AzqgCpHz93O6Ts0z7hYk",17,233,197,430,54.19
"Arcaris","tvKfGwbnZlvI2bUsyNCyk8PP5GPuXTEWRG1yTKVIHkbCSSDfMJXBtdXSog",155,350,296,646,54.18
"One Error","cFhhBu5EZKpSKzLG2PoFQGHDgVTlDAD3v6seu953K5wu7RE",224,376,318,694,54.18
"perroman8698","9W7Y8mOykgAUHJA40rM-NrR4fY397qq0pvv9tsrIlz21YUM",332,240,203,443,54.18
"Sinnyboo420","EbTwGckCcZXXJQNIoHcQ3BEzMt-v2GUKZExTIUKo1IKguRE",331,136,115,251,54.18
"TSM FTX AnDa","lcoklvldPZZyizSF1k-r8PW9Rnb7nEKAAhRly2nQjHaK0Eo",215,182,154,336,54.17
"Rikugan","LZI8y9Ms673wIqnPXHcvU67QtidxfBqRt0axu1EtzZMu1pk",1,104,88,192,54.17
"Mickeyliciousz","7UNcT04JXhNsT6viVLb0fT9UoKAAuhmEHNDP7LSppyCuBFg",80,221,187,408,54.17
"lliiilliiillliii","3_U-lGJjO3DqhjLhHUo3l2vRoa-AA_t8FD3ao99EwjaAHojVlX7_QTjZ9Q",2,338,286,624,54.17
"POOP POOP POOP69","CVDuKfU__RUBw04jcwGmePirWCKH0BUXGFAHKilhuTEDAhc",151,378,320,698,54.15
"Cindylover2020","eEeSozLLRUADMKR95ygsRhJKNM2eMZyM0dzr4To8voxyXyFG",0,137,116,253,54.15
"cheesymuffins","yYr_H_DNeJKDEfTfWkMrP8uDC7PqmNWg_xY8kJ1JQYBws-7r",255,352,298,650,54.15
"malo melo milo","_Bf6GEUoAVbWpG90jid8UocEojiFdVb1p83bNtCvcTMVQ_M",180,85,72,157,54.14
"haseuhuehaeu","puGbXoQQT7K7LIPGPEby0FFA0S0NCMDhibekrb9c1LBdpfY",0,72,61,133,54.14
"Jinpach1","zx2PrMjzkqQkgdx4Em4AScigJqIMhCa7VbvPgKxOLt3UsL4",152,203,172,375,54.13
"LLAs future","VFoaA4xIJovSwxQsuU_XMgEDHOC2NkNh8_H-bhrl7pnWTVPb",62,164,139,303,54.13
"Hairclip Girl","xl6Bg3jDGwLoixmRr57UJCSIOAX1UQDflP8O5DPnKJ4--rI",1,177,150,327,54.13
"ImDrunkBro","bO7ODSxP87iNW9DFLrPH5hSDgojOTSdIKZOgviGSvzuJYOw",316,433,367,800,54.13
"xiatoub","i3hmz6sQnHw9H6d0Rn8CaPq2fQqZ9Pb18im5Uz0BSltvYPMb",1,184,156,340,54.12
"TheCoIorGray","oCdo-KC_qYYnPKVwpbq6Vg9PQRxy5eadVIyEN5JyT5H73Lo",1,151,128,279,54.12
"blue612","vW4Z2HMFvfTJ9KjKgutS-Ocg0G2CYFGJx82WeY77S1-Djjs",164,46,39,85,54.12
"He Tilts Me","OdEx8mGkgImeMtvVljAz398k-1d1qDqJ4qS2GUXn6BN5U90KBFqLWG3HxA",350,243,206,449,54.12
"0ops KeY0u KeWu","S6KgtLWIMT4se3cA0u-mOWs29wN_7b5Z1V7lb4cJFBF9E50kzuyywx8v5g",1,92,78,170,54.12
"Halid","bVuNemghwK7SuwNTlUabPFLtwt-9LWY9P3maiRY5x1exWuI",274,302,256,558,54.12
"VX RankFast","QNw9mfVzm5bWFJFA05B-WgD2Y5GrdKybKE4laY-DAyOrTtM",298,158,134,292,54.11
"Euna","P_L8-Fuo7fJs_odmLq1k3TtcZ98M8oB7QBbiJi0vE1SxW7w",93,198,168,366,54.10
"wont let u go","P22cH9TQFS4L8p1wSY8uKLzQWMuCDI_D15XGOIJc7Fn3nzAp",50,132,112,244,54.10
"Claisa","is92XfMFn4uGcb3ZOyi7tONMfhAILtqYPUWHoYEWjudS5rI",317,86,73,159,54.09
"Viceera","EYv_FnwjmimHyz6d7sYZMOwCyYztXpC08mfmcZWxTb8_Mq8",182,53,45,98,54.08
"Young Ducky","Ph--sO-_LLv1tGT5qljPQ6H7kR9uwBDd5z9blwr-nQCfPRM",273,192,163,355,54.08
